index,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
589207,2020,2,6,23,0,3X N SKEENA ST,Hastings-Sunrise,497936.2285,5459147.4218
713047,2020,9,16,17,30,16XX JOHNSTON ST,Fairview,490124.9546,5457766.1695
370978,2020,2,18,9,11,39XX KNIGHT ST,Kensington-Cedar Cottage,494453.9013,5455198.2541
13152,2020,6,22,0,0,19XX GLEN DR,Strathcona,494074.7062,5457339.5713
413292,2020,8,31,18,27,6XX EXPO BLVD,Central Business District,492080.5773,5458435.4767
139003,2020,9,3,9,9,1XX PRINCESS AVE,Strathcona,493350.4732,5459011.1812
164419,2020,8,27,16,0,3XX DUNSMUIR ST,Central Business District,491796.3944,5458737.8055
137149,2020,7,5,19,0,1XX E 32ND AVE,Riley Park,492595.3384,5454358.8053
710209,2020,6,6,22,0,13XX SE MARINE DR,Sunset,494169.6201,5450914.8963
597799,2020,8,7,23,0,44XX W 13TH AVE,West Point Grey,484833.1582,5456497.5432
321282,2020,8,14,22,58,17XX ROBSON ST,West End,490255.7972,5459757.5006
71417,2020,6,10,3,20,25XX GRANT ST,Hastings-Sunrise,496137.6344,5457619.5126
270594,2020,11,25,19,0,OFFSET TO PROTECT PRIVACY,Kitsilano,0.0,0.0
361243,2020,4,4,18,50,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
321648,2020,11,11,15,30,17XX W BROADWAY AV,Fairview,489495.1733,5456773.8166
549764,2020,2,8,10,30,22XX W 15TH AVE,Kitsilano,488620.0431,5456173.997
444206,2020,4,29,11,2,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
270452,2020,4,23,0,0,OFFSET TO PROTECT PRIVACY,Dunbar-Southlands,0.0,0.0
495228,2020,10,18,11,0,11XX W PENDER ST,Central Business District,491040.1606,5459519.3469
645204,2020,2,25,10,50,7XX GRANVILLE ST,Central Business District,491295.2384,5458744.7745
361261,2020,6,13,19,55,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
716370,2020,8,10,16,3,1XX SE MARINE DR,Sunset,492426.2112,5450980.3038
465128,2020,3,7,18,0,DUNSMUIR ST / HAMILTON ST,Central Business District,491817.3259,5458710.3096
245746,2020,3,29,0,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
801634,2020,9,17,23,24,KNIGHT ST / KINGSWAY AVE,Kensington-Cedar Cottage,494460.0,5455270.0
260193,2020,9,25,11,0,OFFSET TO PROTECT PRIVACY,Kensington-Cedar Cottage,0.0,0.0
539874,2020,10,6,18,0,1XX W PENDER ST,Central Business District,492171.0549,5458703.3072
125685,2020,5,1,17,0,13XX PENDRELL ST,West End,490227.7316,5459011.6546
352036,2020,1,25,6,0,29XX GRANDVIEW HWY,Renfrew-Collingwood,496797.1076,5456154.7472
600674,2020,1,23,10,32,48XX ELDORADO MEWS,Renfrew-Collingwood,495818.4815,5454304.6113
212754,2020,9,19,23,0,OFFSET TO PROTECT PRIVACY,Stanley Park,0.0,0.0
113234,2020,10,7,23,0,9XX RENFREW ST,Hastings-Sunrise,496794.9076,5458086.2756
290087,2020,1,29,9,38,11XX BUTE ST,West End,490346.8568,5458842.2591
201636,2020,6,20,19,30,BURRARD ST / MELVILLE ST,Central Business District,491271.8548,5459162.6249
747836,2020,9,10,8,30,16XX W 1ST AVE,Fairview,489734.0228,5457538.9908
587289,2020,11,28,8,9,37XX W 8TH AVE,West Point Grey,486361.3784,5456956.5913
780398,2020,9,28,17,17,DAVIE ST / THURLOW ST,West End,490456.6507,5458633.7717
147627,2020,3,22,20,15,25XX COMMERCIAL DR,Kensington-Cedar Cottage,494925.3903,5456548.8025
663948,2020,1,14,16,15,8XX W GEORGIA ST,Central Business District,491281.5494,5458998.1447
186491,2020,6,19,18,0,6XX W 27TH AVE,South Cambie,491280.8271,5454926.7661
5804,2020,5,29,4,30,12XX W 15TH AVE,Fairview,490370.5515,5456138.2675
30101,2020,3,12,17,43,4XX RAILWAY ST,Strathcona,493124.9109,5459135.7932
632561,2020,4,3,8,0,6XX CAMBIE ST,Central Business District,491821.5648,5458582.6758
667989,2020,2,18,23,30,9XX HOWE ST,Central Business District,491092.5991,5458690.3799
648785,2020,11,22,11,30,7XX THURLOW ST,West End,490967.2885,5459155.0621
271661,2020,8,21,0,0,OFFSET TO PROTECT PRIVACY,Arbutus Ridge,0.0,0.0
378511,2020,7,22,22,0,3XX PENTICTON ST,Hastings-Sunrise,496224.877,5458792.8163
505475,2020,4,22,20,0,13XX ODLUM DR,Grandview-Woodland,494470.5901,5457726.536
323919,2020,11,27,16,0,18XX TED_NORTHE LANE,West End,489875.2968,5459752.7687
359054,2020,11,15,12,0,31XX E 54TH AVE,Killarney,497073.0433,5451926.5768
343636,2020,3,14,15,10,24XX TURNER ST,Hastings-Sunrise,495893.7456,5458480.5771
173124,2020,3,16,0,46,4XX W 8TH AVE,Mount Pleasant,491677.6737,5456800.7892
164732,2020,5,20,23,0,3XX E 55TH AVE,Sunset,492853.941,5451930.4941
40991,2020,11,19,6,30,8XX GRANVILLE ST,Central Business District,491251.7069,5458700.9274
551581,2020,8,13,3,16,23XX NAPIER ST,Grandview-Woodland,495812.2776,5458007.6947
361340,2020,8,6,16,20,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
611258,2020,6,2,7,25,55XX FRASER ST,Kensington-Cedar Cottage,493414.1303,5453548.0449
531445,2020,5,3,11,0,1X W 14TH AVE,Mount Pleasant,492322.7243,5456190.6311
296948,2020,8,8,1,30,11XX W GEORGIA ST,Central Business District,490952.0114,5459324.8748
730114,2020,7,17,17,0,6XX STAMPS LAND,Fairview,491400.533,5457344.4868
115522,2020,2,26,1,46,10XX DAVIE ST,West End,490593.5634,5458492.3451
103374,2020,4,5,17,30,68XX LANARK ST,Victoria-Fraserview,494467.3632,5452146.1867
421686,2020,2,26,10,0,6XX W GEORGIA ST,Central Business District,491440.5285,5458826.0944
75238,2020,5,12,16,52,28XX MCGILL ST,Hastings-Sunrise,496773.8582,5459564.7307
218969,2020,9,4,0,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
53123,2020,1,7,20,0,14XX W 13TH AVE,Fairview,490027.7013,5456341.0475
580755,2020,6,19,0,0,34XX HIGHBURY ST,Dunbar-Southlands,486322.5388,5455895.3918
287310,2020,3,30,14,0,10XX STATION ST,Strathcona,492788.8096,5458080.0182
31802,2020,4,2,14,30,58XX YEW ST,Kerrisdale,488453.7979,5453425.3161
444179,2020,1,14,16,6,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
73389,2020,8,30,13,46,27XX CAMBRIDGE ST,Hastings-Sunrise,496448.8282,5459326.9523
9892,2020,7,19,17,5,16XX E 13TH AVE,Kensington-Cedar Cottage,494890.1791,5456220.7532
400025,2020,1,28,3,0,5XX COLUMBIA ST,Central Business District,492552.9247,5458566.3418
118976,2020,9,28,19,35,11XX DAVIE ST,West End,490318.1321,5458781.6243
190232,2020,1,21,19,6,7XX HAMILTON ST,Central Business District,491595.323,5458495.3119
134081,2020,12,20,18,32,18XX E 4TH AVE,Grandview-Woodland,495047.6186,5457143.8772
101891,2020,2,25,20,0,63XX MARGUERITE ST,Kerrisdale,489451.5164,5452817.0183
588834,2020,10,29,17,0,39XX W 22ND AVE,Dunbar-Southlands,486106.7838,5455580.864
253984,2020,5,26,5,0,OFFSET TO PROTECT PRIVACY,Riley Park,0.0,0.0
263918,2020,1,17,18,0,OFFSET TO PROTECT PRIVACY,Victoria-Fraserview,0.0,0.0
58264,2020,3,23,18,3,17XX W 12TH AVE,Fairview,489440.0679,5456467.5962
632361,2020,2,4,14,30,6XX BURRARD ST,Central Business District,491279.2096,5459177.4159
150310,2020,10,26,8,0,27XX HORLEY ST,Renfrew-Collingwood,496490.8958,5454175.9041
600675,2020,11,7,21,0,48XX ELDORADO MEWS,Renfrew-Collingwood,495818.4815,5454304.6113
153841,2020,1,25,22,45,2XX E 1ST AVE,Mount Pleasant,492795.8001,5457394.3321
557219,2020,8,31,7,10,25XX W 8TH AVE,Kitsilano,488137.1201,5456912.7464
343110,2020,9,1,0,0,24XX E BROADWAY AVE,Renfrew-Collingwood,495974.6129,5456581.0434
41127,2020,10,9,17,15,8XX HOMER ST,Central Business District,491437.7304,5458462.7554
212722,2020,8,29,10,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
588706,2020,11,24,19,0,39XX W 13TH AVE,West Point Grey,486086.1139,5456465.0719
146854,2020,2,18,19,36,24XX GARDEN DR,Grandview-Woodland,495773.7591,5456678.3679
720330,2020,8,23,22,0,26XX W 37TH AVE,Arbutus Ridge,487963.7351,5453985.1811
228886,2020,12,31,23,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
195438,2020,9,8,7,45,8XX E HASTINGS ST,Strathcona,493744.874,5458700.5712
311975,2020,8,5,16,0,16XX BARCLAY ST,West End,490168.1338,5459549.4085
247440,2020,3,22,16,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
545535,2020,11,15,6,0,21XX HARRISON DR,Victoria-Fraserview,495463.4178,5450698.918
666854,2020,9,8,3,53,9XX E 61ST AVE,Sunset,493701.9639,5451326.9602
42668,2020,9,20,20,15,9XX HORNBY ST,Central Business District,490921.1328,5458667.4089
810217,2020,9,20,15,0,W KING EDWARD AVE / MACDONALD ST,Arbutus Ridge,487783.0,5455060.0
12067,2020,9,7,11,17,18XX COMMERCIAL DR,Grandview-Woodland,494926.7101,5457312.4552
351625,2020,9,13,14,10,29XX E 29TH AVE,Renfrew-Collingwood,496862.54,5454639.3836
303364,2020,12,15,17,5,13XX E 13TH AVE,Kensington-Cedar Cottage,494426.7236,5456216.6522
319775,2020,5,11,8,10,17XX E BROADWAY AVE,Kensington-Cedar Cottage,495037.2061,5456613.9743
431437,2020,1,8,20,0,7XX GRANVILLE ST,Central Business District,491394.1166,5458844.2562
183244,2020,1,11,13,45,68XX ROSS ST,Sunset,493964.4013,5452141.9796
635984,2020,3,7,10,30,6XX RICHARDS ST,Central Business District,491603.3348,5458785.2991
729408,2020,9,20,16,30,6XX ABBOTT ST,Central Business District,492175.5864,5458454.528
4503,2020,11,12,0,43,12XX BARCLAY ST,West End,490567.8497,5459142.5978
502418,2020,11,8,18,0,12XX WOODLAND DR,Grandview-Woodland,494665.1726,5457915.3677
446187,2020,3,9,1,0,8XX GRANVILLE ST,Central Business District,491179.9559,5458641.6221
710061,2020,3,22,3,0,13XX JOHNSTON ST,Fairview,490329.7956,5457521.8265
361192,2020,1,31,19,32,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
156069,2020,10,14,9,30,30XX E 8TH AVE,Hastings-Sunrise,497131.6129,5456689.4851
1581,2020,8,1,5,30,10XX RICHARDS ST,Central Business District,491127.0236,5458305.7226
383105,2020,2,17,16,0,3XX W PENDER ST,Central Business District,491900.4302,5458861.4488
722872,2020,11,18,8,30,33XX NOOTKA ST,Renfrew-Collingwood,496968.4901,5455714.9752
650847,2020,9,5,16,30,7XX W GEORGIA ST,Central Business District,491401.3214,5458865.3307
591222,2020,1,13,21,0,3XX E 7TH AVE,Mount Pleasant,492811.6774,5456866.579
591500,2020,7,31,14,45,3XX E HASTINGS ST,Strathcona,492961.9482,5458736.4112
548396,2020,11,26,22,30,22XX EDDINGTON DR,Arbutus Ridge,488485.573,5454829.6284
629936,2020,3,16,17,0,67XX FRASER ST,Sunset,493389.9156,5452277.4385
402722,2020,11,5,16,3,5XX RICHARDS ST,Central Business District,491770.0479,5458940.4552
63225,2020,4,24,3,25,1XX W 41ST AVE,Riley Park,492030.4419,5453401.1047
720710,2020,8,16,1,0,27XX W 2ND AVE,Kitsilano,487876.7368,5457502.2344
501013,2020,4,5,21,0,12XX SEYMOUR ST,Central Business District,490851.3309,5458151.7733
722853,2020,4,12,16,0,33XX KINGSWAY AVE,Renfrew-Collingwood,497470.3389,5453412.8775
711460,2020,2,14,14,20,14XX W 38TH AVE,Shaughnessy,489952.4187,5453824.0808
36704,2020,4,4,22,52,6XX W HASTINGS ST,Central Business District,491780.3731,5459126.3469
213212,2020,2,26,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
389625,2020,6,8,12,0,4XX E 51ST AVE,Sunset,493088.8521,5452324.7711
478629,2020,7,8,23,34,10XX BURRARD ST,Central Business District,490730.3744,5458609.8671
506089,2020,8,3,9,29,13XX ROBSON ST,West End,490644.2737,5459370.981
4622,2020,2,27,3,7,12XX BURRARD ST,Central Business District,490501.6807,5458380.5563
26342,2020,4,13,20,0,3XX COLUMBIA ST,Central Business District,492568.444,5458795.0426
361382,2020,9,8,8,37,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
176388,2020,8,4,14,0,5X DUNLEVY AVE,Strathcona,493077.5734,5459129.5825
795034,2020,8,26,16,10,E 12TH AVE / GLEN DR,Mount Pleasant,494074.0,5456326.0
626813,2020,9,14,22,0,60XX HOLLAND ST,Kerrisdale,485996.6615,5453183.2599
704957,2020,3,19,9,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
26072,2020,8,27,19,23,3X N TEMPLETON DR,Grandview-Woodland,495653.1619,5459153.444
571684,2020,12,23,1,30,30XX ADANAC ST,Hastings-Sunrise,497081.8709,5458296.3289
526733,2020,10,9,20,40,18XX NANAIMO ST,Hastings-Sunrise,495883.2723,5457244.7989
645664,2020,7,22,0,0,7XX HEATLEY AVE,Strathcona,493473.5074,5458389.9205
436263,2020,8,30,18,47,7XX ROBSON ST,Central Business District,491273.4999,5458747.5265
205613,2020,3,6,14,42,E HASTINGS ST / GORE AVE,Strathcona,492911.3553,5458733.3368
345698,2020,6,12,11,30,25XX MANITOBA ST,Mount Pleasant,492231.1309,5456679.1863
328360,2020,7,29,5,17,1XX E WATERFRONT RD,Central Business District,492593.6691,5459081.3661
633971,2020,2,12,19,0,6XX E HASTINGS ST,Strathcona,493481.3481,5458711.7064
325949,2020,2,17,12,0,1X W HASTINGS ST,Central Business District,492384.0263,5458764.7442
683363,2020,9,25,7,0,DAVIE ST / HOMER ST,Central Business District,491033.2549,5458061.6829
538665,2020,2,11,0,0,1XX W GEORGIA ST,Central Business District,491773.9448,5458495.4985
504275,2020,12,26,14,17,13XX GRAVELEY ST,Grandview-Woodland,494418.9859,5457531.5254
217167,2020,3,27,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
462861,2020,4,23,5,58,CHARLES ST / COMMERCIAL DR,Grandview-Woodland,494938.4455,5457811.215
730500,2020,7,28,8,30,6XX W GEORGIA ST,Central Business District,491440.5285,5458826.0944
544296,2020,1,16,17,6,20XX WHYTE AVE,Kitsilano,489020.8142,5458076.2623
288211,2020,12,18,19,30,10XX W GEORGIA ST,Central Business District,491115.752,5459163.1779
689873,2020,9,28,19,0,E PENDER ST / WOODLAND DR,Grandview-Woodland,494715.3228,5458619.7025
498026,2020,1,19,22,30,12XX HAMILTON ST,Central Business District,491074.8389,5458010.8658
88120,2020,9,18,19,30,3XX KEEFER ST,Strathcona,493005.2732,5458517.8105
528858,2020,12,27,14,0,19XX CORNWALL AVE,Kitsilano,489097.4134,5457765.3166
167555,2020,8,11,1,0,41XX MILLER ST,Kensington-Cedar Cottage,495010.8306,5455001.1069
673109,2020,1,18,0,0,ABBOTT ST / W HASTINGS ST,Central Business District,492203.9203,5458810.8911
683361,2020,8,22,22,0,DAVIE ST / HOMER ST,Central Business District,491033.2549,5458061.6829
139001,2020,8,3,4,36,1XX PRINCESS AVE,Strathcona,493350.4732,5459011.1812
193444,2020,3,19,18,30,85XX CAMBIE ST,Marpole,491457.3267,5450609.1473
350816,2020,3,25,9,14,28XX GRANVILLE ST,Fairview,489910.8026,5456363.5816
22350,2020,2,6,6,44,2XX E HASTINGS ST,Strathcona,492833.8523,5458739.8509
788787,2020,6,20,23,27,42XX BLOCK VICTORIA DR,Kensington-Cedar Cottage,495262.0,5454968.0
641529,2020,9,12,22,30,77XX SELKIRK ST,Marpole,490332.4296,5451340.439
738920,2020,9,13,11,0,MACDONALD ST / QUESNEL DR,Arbutus Ridge,487780.1903,5454828.7438
399810,2020,12,9,13,0,5XX BURRARD ST,Central Business District,491414.2033,5459312.4645
194387,2020,11,19,18,7,8X W PENDER ST,Central Business District,492208.5573,5458692.9973
261832,2020,12,20,0,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
92053,2020,2,14,9,53,46XX W 8TH AVE,West Point Grey,484421.0311,5457014.8576
237830,2020,11,1,19,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
792866,2020,1,31,18,11,BUTE ST / JUNG LANE,West End,490106.0,5458594.0
717161,2020,4,23,22,55,20XX COMMERCIAL DR,Grandview-Woodland,494933.0354,5457079.6501
216482,2020,10,6,15,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
723840,2020,9,13,11,0,38XX W 36TH AVE,Dunbar-Southlands,486151.7249,5454096.766
589283,2020,1,30,1,12,3X SMITHE ST,Central Business District,491792.4884,5458018.0704
399476,2020,2,6,23,0,5XX BEATTY ST,Central Business District,491982.3267,5458586.5731
330328,2020,1,29,15,16,1XX W BROADWAY AVE,Mount Pleasant,492164.2836,5456701.9342
483398,2020,10,14,15,40,10XX ROBSON ST,West End,491031.9381,5458997.8345
442758,2020,4,13,16,37,8X E PENDER ST,Central Business District,492539.9132,5458633.4277
15409,2020,7,9,21,47,1XX W CORDOVA ST,Central Business District,492199.7187,5458917.93
265949,2020,4,8,1,0,OFFSET TO PROTECT PRIVACY,Renfrew-Collingwood,0.0,0.0
188996,2020,12,21,4,5,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.9518
217002,2020,2,15,0,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
608991,2020,9,24,17,0,51XX MAPLE ST,Shaughnessy,488947.7205,5454060.1704
320993,2020,4,27,17,14,17XX ROBSON ST,West End,490196.193,5459815.438
610730,2020,8,14,23,30,54XX MAIN ST,Riley Park,492595.8122,5453691.7327
520521,2020,3,7,10,0,16XX W 13TH AVE,Fairview,489681.4366,5456358.5459
557952,2020,9,20,22,9,26XX E 23RD AVE,Renfrew-Collingwood,496209.7011,5455212.6704
723430,2020,9,2,7,0,36XX CAMBIE ST,South Cambie,491608.0414,5455550.3082
366267,2020,2,6,8,33,34XX CAMBIE ST,South Cambie,491614.6888,5455781.1711
236448,2020,4,11,12,0,OFFSET TO PROTECT PRIVACY,Central Business District,0.0,0.0
411282,2020,2,4,14,0,6X SMITHE ST,Central Business District,491621.3543,5458165.6879
298835,2020,7,25,1,0,12XX E 20TH AVE,Kensington-Cedar Cottage,494196.4811,5455550.6773
370542,2020,7,19,17,0,37XX W 8TH AVE,West Point Grey,486361.3784,5456956.5913
13351,2020,11,7,4,35,19XX TRIUMPH ST,Grandview-Woodland,495306.8149,5459016.7772
29010,2020,3,26,5,34,48XX ONTARIO ST,Riley Park,492327.3257,5454251.1448
94868,2020,7,17,5,23,4XX W 20TH AVE,Riley Park,491650.6999,5455581.3058
298027,2020,6,17,16,0,12XX BURRARD ST,Central Business District,490603.3382,5458481.0937
585659,2020,11,25,23,0,36XX OAK ST,South Cambie,490733.4173,5455568.2899
440906,2020,7,13,19,46,80XX YUKON ST,Marpole,491650.1346,5450959.3077
40480,2020,3,21,10,5,8XX CAMBIE ST,Central Business District,491569.3725,5458329.1879
787723,2020,6,26,16,25,30XX KNIGHT ST,Mount Pleasant,494474.0,5456007.0
740078,2020,11,14,21,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
681582,2020,8,5,21,0,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.3681,5458848.6444
153684,2020,9,20,16,0,2XX E 10TH AVE,Mount Pleasant,492675.7757,5456591.8107
157176,2020,11,12,20,0,31XX LAUREL ST,Fairview,490954.3072,5456066.4735
740070,2020,9,19,14,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
466275,2020,3,4,16,20,E 49TH AVE / KERR ST,Killarney,497011.0372,5452437.3587
523913,2020,1,5,11,30,17XX QUEBEC ST,Mount Pleasant,492533.2381,5457467.7674
133404,2020,1,21,6,37,17XX W 11TH AVE,Fairview,489512.4986,5456563.0165
39086,2020,11,25,18,36,7XX W PENDER ST,Central Business District,491641.0327,5459106.5195
114472,2020,3,27,8,50,10XX ALBERNI ST,West End,491059.4824,5459122.4178
735416,2020,7,16,19,30,BIRCH ST / W 11TH AVE,Fairview,490265.3795,5456548.5206
319785,2020,8,25,15,17,17XX E BROADWAY AVE,Kensington-Cedar Cottage,495037.2061,5456613.9743
668477,2020,8,26,8,0,9XX MAINLAND ST,Central Business District,491438.8659,5458327.549
565666,2020,3,8,11,45,29XX VIRTUAL WAY,Renfrew-Collingwood,496784.3464,5456473.3351
157533,2020,11,20,20,0,31XX YUKON ST,Mount Pleasant,491761.8882,5456042.2372
154086,2020,9,2,1,33,2XX E 59TH AVE,Sunset,492576.601,5451550.3333
38784,2020,8,5,3,15,7XX W BROADWAY AVE,Fairview,491205.4662,5456729.413
134857,2020,3,22,11,30,18XX VERNON DR,Strathcona,494266.5717,5457327.2074
681018,2020,2,25,19,0,CECIL ST / KINGSWAY AVE,Renfrew-Collingwood,497314.498,5453538.9164
12728,2020,10,14,13,7,18XX W 4TH AVE,Kitsilano,489354.1278,5457265.598
207226,2020,10,25,18,0,HORNBY ST / W PENDER ST,Central Business District,491501.3283,5459246.9332
279570,2020,1,4,7,0,OFFSET TO PROTECT PRIVACY,Strathcona,0.0,0.0
594785,2020,4,1,5,30,40XX KASLO ST,Renfrew-Collingwood,496577.5666,5455106.7783
163763,2020,4,12,18,45,3X W HASTINGS ST,Central Business District,492338.0877,5458777.7265
786045,2020,12,23,18,2,20XX BLOCK W 41ST AVE,Kerrisdale,488894.0,5453540.0
270294,2020,5,9,0,0,OFFSET TO PROTECT PRIVACY,Dunbar-Southlands,0.0,0.0
80083,2020,7,6,13,55,31XX W 5TH AVE,Kitsilano,487341.4824,5457218.8193
127068,2020,1,7,20,0,14XX E GEORGIA ST,Grandview-Woodland,494507.1771,5458419.119
191372,2020,9,8,0,0,7XX SE MARINE DR,Sunset,493493.7827,5450930.5035
771414,2020,3,6,21,50,5XX W KING EDWARD AVE,South Cambie,491416.491,5455158.7428
63014,2020,2,15,6,0,1XX W 17TH AVE,Riley Park,492026.9579,5455887.3405
633915,2020,8,8,22,30,6XX E GEORGIA ST,Strathcona,493390.1897,5458405.9148
301120,2020,5,10,12,30,12XX ROBSON ST,West End,490655.0306,5459360.2425
340931,2020,2,23,18,30,23XX CAMBIE ST,Mount Pleasant,491656.4223,5456901.5522
185541,2020,8,24,7,0,6XX MOBERLY RD,Fairview,491330.713,5457111.0631
23666,2020,8,11,4,43,31XX HEATHER ST,Fairview,491254.3894,5456038.0077
698159,2020,5,22,21,0,PANDORA ST / SKEENA ST,Hastings-Sunrise,497940.3628,5458911.5507
138650,2020,2,11,12,0,1XX KEEFER ST,Central Business District,492710.4372,5458526.6515
642627,2020,1,17,15,0,7XX BURRARD ST,West End,491107.1134,5458998.8356
135687,2020,2,3,22,0,19XX FERNDALE ST,Grandview-Woodland,495341.7296,5458543.0795
71400,2020,2,3,10,0,25XX GARDEN DR,Kensington-Cedar Cottage,495771.5592,5456535.3699
326385,2020,12,2,12,9,1XX DAVIE ST,Central Business District,491252.4414,5457828.4943
659332,2020,1,19,11,0,8XX HAMILTON ST,Central Business District,491524.3902,5458410.4003
211436,2020,11,6,4,0,OFFSET TO PROTECT PRIVACY,West End,0.0,0.0
208293,2020,11,25,17,30,OAK ST / W 15TH AVE,Fairview,490756.2399,5456124.1586
533082,2020,9,24,23,30,1XX E 59TH AVE,Sunset,492516.5523,5451561.3041
523915,2020,8,22,21,0,17XX RENFREW ST,Hastings-Sunrise,496786.7107,5457317.723
355590,2020,6,14,22,0,2XX E HASTINGS ST,Strathcona,492843.8126,5458730.4548
426325,2020,2,4,12,19,7XX DUNSMUIR ST,Central Business District,491485.3891,5459049.9518
116276,2020,4,27,1,35,10XX GRANVILLE ST,Central Business District,491019.18,5458467.9296
133054,2020,5,2,16,30,17XX MANITOBA ST,Mount Pleasant,492238.4116,5457415.937
562726,2020,4,2,20,0,28XX E 21ST AVE,Renfrew-Collingwood,496650.8388,5455420.407
383534,2020,1,27,12,14,3XX WATER ST,Central Business District,492015.1192,5459093.1141
375827,2020,12,2,19,31,3XX E BROADWAY AV,Mount Pleasant,492936.7648,5456669.2372
143154,2020,10,18,14,0,21XX KITCHENER ST,Grandview-Woodland,495572.8389,5457696.5555
361398,2020,9,29,18,23,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
12762,2020,9,7,23,30,18XX W 5TH AVE,Kitsilano,489304.0798,5457163.0442
319786,2020,9,6,11,5,17XX E BROADWAY AVE,Kensington-Cedar Cottage,495037.2061,5456613.9743
42876,2020,3,18,4,2,9XX MAINLAND ST,Central Business District,491364.9937,5458242.3008
678506,2020,1,11,18,0,CAMBIE ST / DUNSMUIR ST,Central Business District,491886.364,5458643.0934
710325,2020,7,17,19,0,13XX W 6TH AVE,Fairview,490230.511,5457042.2688
16147,2020,1,4,22,0,20XX FRANKLIN ST,Grandview-Woodland,495407.6544,5458824.8344
145513,2020,9,6,16,0,23XX CAMBIE ST,Fairview,491637.2119,5456826.5706
508647,2020,11,19,11,0,14XX CONNAUGHT DR,Shaughnessy,490009.8265,5454740.611
620779,2020,8,12,20,0,5XX HORNBY ST,Central Business District,491449.6765,5459186.2905
562091,2020,10,9,22,0,27XX W BROADWAY AVE,Kitsilano,487845.5455,5456828.7896
675485,2020,9,12,22,0,BEACH AVE / HOWE ST,Central Business District,490411.7691,5458008.5912
361391,2020,9,20,18,35,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
540371,2020,2,27,5,0,1XX WATER ST,Central Business District,492203.2678,5459031.6462
644219,2020,1,15,20,0,7XX E 54TH AVE,Sunset,493441.2944,5451991.66
168495,2020,11,8,18,45,44XX TRAFALGAR ST,Arbutus Ridge,487958.3551,5454921.2484
509837,2020,8,23,16,0,14XX HOMER ST,Central Business District,490846.4056,5457807.1634
525879,2020,12,30,20,0,18XX E 63RD AVE,Victoria-Fraserview,495047.7243,5451114.7103
38958,2020,2,12,16,24,7XX W GEORGIA ST,Central Business District,491407.7443,5458871.8391
246335,2020,8,7,19,0,OFFSET TO PROTECT PRIVACY,Grandview-Woodland,0.0,0.0
536133,2020,12,3,6,0,1XX TEMPLETON DR,Grandview-Woodland,495661.6361,5458981.1778
713270,2020,8,16,20,50,16XX QUEBEC ST,Mount Pleasant,492562.1852,5457582.0706
89626,2020,3,26,17,53,41XX TRAFALGAR ST,Arbutus Ridge,487973.8613,5455194.7256
386458,2020,2,1,18,15,45XX CLANCY LORANGER WAY,Riley Park,492100.003,5454511.7995
430232,2020,2,8,6,45,7XX GRANVILLE ST,Central Business District,491382.8804,5458832.9515
452909,2020,12,25,14,23,9XX DAVIE ST,Central Business District,490670.4538,5458416.7328
645449,2020,4,1,15,0,7XX GREAT NORTHERN WAY,Mount Pleasant,493652.5986,5457063.7358
408558,2020,7,14,10,4,62XX DOMAN ST,Killarney,497345.9368,5452737.1753
138752,2020,5,1,14,23,1XX MILROSS AVE,Central Business District,492582.9829,5458147.4201
397857,2020,6,14,2,43,5X E HASTINGS ST,Central Business District,492488.7677,5458750.5528
35644,2020,9,16,19,0,6XX FAIRCHILD RD,Oakridge,491284.4377,5453101.2285
745620,2020,3,29,22,0,14XX KITCHENER ST,Grandview-Woodland,494619.1636,5457719.7767
161229,2020,12,26,1,30,35XX VIMY CRES,Renfrew-Collingwood,498069.7235,5456094.3433
